icao_address,timestamp,latitude,longitude,altitude_baro,heading,vertical_rate,on_ground,callsign,tail_number,collection_type,flight_number,ingestion_time,speed,squawk,aircraft_type_icao,aircraft_type_name,airline_iata,airline_name,departure_utc_offset,departure_airport_icao,departure_airport_iata,departure_scheduled_time,departure_estimated_time,arrival_utc_offset,arrival_airport_icao,arrival_airport_iata,arrival_scheduled_time,arrival_estimated_time,takeoff_time,landing_time,source
7804F4,2021-03-20T13:00:48Z,31.306915,121.463336,11800.0,260.0,0.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:00:51.226Z,290.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
78082C,2021-03-20T12:57:27Z,31.308472,121.471629,11825.0,259.24478,,False,CQH6477,B-6851,terrestrial,9C6477,2021-03-20T12:57:30.847Z,290.0,,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZSCN,KHN,2021-03-20T14:25:00Z,2021-03-20T14:08:00Z,2021-03-20T12:50:58Z,,
78082C,2021-03-20T12:57:03Z,31.313921,121.505493,11725.0,258.88852,1150.0,False,CQH6477,B-6851,terrestrial,9C6477,2021-03-20T12:57:06.251Z,290.0,2100,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZSCN,KHN,2021-03-20T14:25:00Z,2021-03-20T14:25:00Z,2021-03-20T12:50:58Z,,
78082C,2021-03-20T12:56:59Z,31.314806,121.510822,11675.0,260.0,1280.0,False,CQH6477,B-6851,terrestrial,9C6477,2021-03-20T12:57:01.794Z,290.0,2100,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZSCN,KHN,2021-03-20T14:25:00Z,2021-03-20T14:25:00Z,2021-03-20T12:50:58Z,,
78082C,2021-03-20T12:56:58Z,31.315318,121.514337,11650.0,260.0,1470.0,False,CQH6477,B-6851,terrestrial,9C6477,2021-03-20T12:57:01.331Z,300.0,2100,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZSCN,KHN,2021-03-20T14:25:00Z,2021-03-20T14:25:00Z,2021-03-20T12:50:58Z,,
7804F4,2021-03-20T13:00:34Z,31.310577,121.485039,11800.0,260.0,-60.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:00:37.694Z,290.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:00:37Z,31.310074,121.481969,11800.0,260.0,0.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:00:40.255Z,290.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:00:19Z,31.314331,121.507443,11800.0,260.0,0.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:00:22.111Z,290.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:00:24Z,31.312944,121.499066,11800.0,260.0,0.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:00:28.598Z,290.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:00:10Z,31.315887,121.51676,11800.0,260.0,0.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:00:13.306Z,290.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:00:18Z,31.314835,121.510566,11800.0,260.0,0.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:00:21.377Z,290.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:00:39Z,31.309662,121.479492,11800.0,260.0,0.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:00:41.957Z,290.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
781231,2021-03-20T13:04:09Z,31.111186,121.233197,5925.0,180.0,,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:04:11.469Z,180.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
781231,2021-03-20T13:05:15Z,31.053648,121.236493,4800.0,180.0,-640.0,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:05:16.862Z,180.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
7809BF,2021-03-20T13:11:00Z,31.072688,121.262476,3750.0,180.0,-640.0,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:11:02.337Z,230.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
7809BF,2021-03-20T13:10:42Z,31.092566,121.259729,3950.0,180.0,-510.0,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:10:44.093Z,240.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
780300,2021-03-20T13:02:57Z,31.084763,121.342486,1625.0,357.59958,,False,CES5352,B-6083,terrestrial,MU5352,2021-03-20T13:02:59.585Z,140.0,4532,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZGSZ,SZX,2021-03-20T11:10:00Z,2021-03-20T11:10:00Z,+0800,ZSSS,SHA,2021-03-20T13:20:00Z,2021-03-20T13:20:00Z,2021-03-20T11:27:17Z,2021-03-20T13:04:28Z,
780300,2021-03-20T13:03:24Z,31.101379,121.341571,1475.0,356.99188,-760.0,False,CES5352,B-6083,terrestrial,MU5352,2021-03-20T13:03:27.565Z,130.0,,A333,Airbus A330-343X,MU,China Eastern Airlines,+0800,ZGSZ,SZX,2021-03-20T11:10:00Z,2021-03-20T11:10:00Z,+0800,ZSSS,SHA,2021-03-20T13:20:00Z,2021-03-20T13:20:00Z,2021-03-20T11:27:17Z,2021-03-20T13:04:28Z,
780BC5,2021-03-20T13:04:27Z,31.050522,121.344263,1600.0,356.67258,-160.0,False,CXA8581,B-1912,terrestrial,MF8581,2021-03-20T13:04:29.784Z,150.0,3112,B738,Boeing 737-85C,MF,Xiamen Airlines,+0800,ZUCK,CKG,2021-03-20T11:15:00Z,,+0800,ZSSS,SHA,2021-03-20T13:30:00Z,2021-03-20T13:08:00Z,,2021-03-20T13:06:18Z,
780BC5,2021-03-20T13:04:36Z,31.057,121.343884,1625.0,357.13016,,False,CXA8581,B-1912,terrestrial,MF8581,2021-03-20T13:04:38.228Z,150.0,3112,B738,Boeing 737-85C,MF,Xiamen Airlines,+0800,ZUCK,CKG,2021-03-20T11:15:00Z,,+0800,ZSSS,SHA,2021-03-20T13:30:00Z,2021-03-20T13:08:00Z,,2021-03-20T13:06:18Z,
7808CD,2021-03-20T13:05:55Z,31.035958,121.345093,1650.0,357.64703,,False,CQH6216,B-6902,terrestrial,9C6216,2021-03-20T13:05:58.301Z,150.0,0743,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSQZ,JJN,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
780BC5,2021-03-20T13:05:03Z,31.075882,121.342971,1600.0,356.9416,,False,CXA8581,B-1912,terrestrial,MF8581,2021-03-20T13:05:05.711Z,140.0,3112,B738,Boeing 737-85C,MF,Xiamen Airlines,+0800,ZUCK,CKG,2021-03-20T11:15:00Z,,+0800,ZSSS,SHA,2021-03-20T13:30:00Z,2021-03-20T13:08:00Z,,2021-03-20T13:06:18Z,
780BC5,2021-03-20T13:05:57Z,31.110954,121.341028,1250.0,357.57553,,False,CXA8581,B-1912,terrestrial,MF8581,2021-03-20T13:05:59.031Z,130.0,,B738,Boeing 737-85C,MF,Xiamen Airlines,+0800,ZUCK,CKG,2021-03-20T11:15:00Z,,+0800,ZSSS,SHA,2021-03-20T13:30:00Z,2021-03-20T13:08:00Z,,2021-03-20T13:06:18Z,
79A04B,2021-03-20T13:06:56Z,31.040706,121.329932,20950.0,6.75973,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:06:58.852Z,410.0,6361,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
79A04B,2021-03-20T13:07:11Z,31.069016,121.333977,21425.0,6.799278,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:07:12.995Z,410.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
781372,2021-03-20T13:08:05Z,31.055283,121.343994,1800.0,357.64474,-1020.0,False,CSH9210,B-1262,terrestrial,FM9210,2021-03-20T13:08:07.255Z,150.0,2441,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZGNN,NNG,2021-03-20T10:45:00Z,,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,,,2021-03-20T13:10:11Z,
781372,2021-03-20T13:08:14Z,31.060305,121.343774,1725.0,357.85413,,False,CSH9210,B-1262,terrestrial,FM9210,2021-03-20T13:08:17.078Z,150.0,2441,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZGNN,NNG,2021-03-20T10:45:00Z,,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,,,2021-03-20T13:10:11Z,
79A04B,2021-03-20T13:07:14Z,31.074966,121.334839,21525.0,7.0691595,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:07:17.172Z,410.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
79A04B,2021-03-20T13:07:17Z,31.079996,121.33548,21625.0,6.227476,1980.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:07:19.651Z,410.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
7808CD,2021-03-20T13:07:06Z,31.08656,121.342346,1625.0,357.10043,,False,CQH6216,B-6902,terrestrial,9C6216,2021-03-20T13:07:09.397Z,140.0,,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSQZ,JJN,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
7808CD,2021-03-20T13:07:16Z,31.0921,121.342017,1625.0,357.08386,,False,CQH6216,B-6902,terrestrial,9C6216,2021-03-20T13:07:18.843Z,140.0,,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZSQZ,JJN,2021-03-20T11:55:00Z,2021-03-20T11:55:00Z,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
79A04B,2021-03-20T13:07:26Z,31.09671,121.33737,21925.0,4.529512,2040.0,False,CES6487,B-6001,terrestrial,MU6487,2021-03-20T13:07:28.623Z,410.0,,A320,Airbus A320-214,MU,China Eastern Airlines,+0800,ZSNB,NGB,2021-03-20T12:45:00Z,2021-03-20T12:45:00Z,+0800,ZBAD,PKX,2021-03-20T15:15:00Z,2021-03-20T15:15:00Z,,,
781231,2021-03-20T13:10:07Z,31.041504,121.344263,1650.0,0.79636,-90.0,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:10:09.156Z,160.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
781231,2021-03-20T13:10:15Z,31.04862,121.344324,1650.0,0.41596004,-60.0,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:10:18.141Z,160.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
781231,2021-03-20T13:10:24Z,31.055231,121.344214,1625.0,359.18472,-90.0,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:10:25.980Z,160.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
781231,2021-03-20T13:10:33Z,31.061794,121.343884,1650.0,357.53723,,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:10:36.471Z,150.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
781231,2021-03-20T13:10:42Z,31.0678,121.3435,1675.0,356.86105,30.0,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:10:44.032Z,140.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
781231,2021-03-20T13:11:09Z,31.08521,121.342456,1625.0,356.73538,,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:11:11.582Z,130.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
781231,2021-03-20T13:03:42Z,31.134276,121.231329,6500.0,180.0,,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:03:45.597Z,180.0,,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
781231,2021-03-20T13:03:19Z,31.154154,121.229901,6750.0,180.0,,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:03:21.675Z,180.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
7804F4,2021-03-20T13:04:06Z,31.156854,121.208533,11800.0,220.0,-30.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:04:09.021Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
781231,2021-03-20T13:02:31Z,31.195539,121.227594,6750.0,180.0,-30.0,False,CSH9064,B-1316,terrestrial,FM9064,2021-03-20T13:02:33.506Z,180.0,3034,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZBTJ,TSN,2021-03-20T11:25:00Z,,+0800,ZSSS,SHA,2021-03-20T13:25:00Z,,,,
7804F4,2021-03-20T13:03:49Z,31.175812,121.226645,11800.0,220.0,-30.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:03:51.341Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:03:47Z,31.179749,121.230361,11800.0,220.0,-30.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:03:49.590Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:04:36Z,31.123947,121.177045,11900.0,220.0,,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:04:39.842Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:04:46Z,31.114957,121.168488,12075.0,220.0,1760.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:04:49.346Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:04:44Z,31.118225,121.171606,12000.0,220.0,,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:04:47.319Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:04:27Z,31.133764,121.18645,11825.0,220.0,280.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:04:29.790Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:04:30Z,31.132233,121.184962,11825.0,220.0,280.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:04:33.542Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
7804F4,2021-03-20T13:03:24Z,31.20862,121.258026,11800.0,220.0,30.0,False,CES9744,B-5822,terrestrial,MU9744,2021-03-20T13:03:27.891Z,300.0,5670,B737,Boeing 737-79P,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T12:30:00Z,2021-03-20T12:30:00Z,+0800,ZPLJ,LJG,2021-03-20T16:30:00Z,2021-03-20T16:30:00Z,,,
780D82,2021-03-20T13:01:53Z,31.287506,121.275922,3950.0,320.0,670.0,False,CCA4542,B-1763,terrestrial,CA4542,2021-03-20T13:01:56.888Z,210.0,1042,B738,Boeing 737-89L,CA,Air China,+0800,ZSSS,SHA,2021-03-20T13:00:00Z,,+0800,ZUCK,CKG,2021-03-20T15:55:00Z,,2021-03-20T12:59:41Z,,
7809BF,2021-03-20T13:09:15Z,31.19902,121.241024,5350.0,170.0,-1950.0,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:09:17.884Z,280.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
7809BF,2021-03-20T13:10:24Z,31.113373,121.256965,4125.0,180.0,,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:10:26.008Z,250.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
7809BF,2021-03-20T13:10:18Z,31.120285,121.25605,4200.0,180.0,-640.0,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:10:20.453Z,250.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
7809BF,2021-03-20T13:09:30Z,31.181061,121.24671,4950.0,170.0,-1470.0,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:09:33.751Z,280.0,,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
7809BF,2021-03-20T13:08:24Z,31.263598,121.217761,6525.0,160.0,,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:08:26.573Z,280.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
7809BF,2021-03-20T13:08:06Z,31.286453,121.206827,6750.0,160.0,60.0,False,CES5164,B-9906,terrestrial,MU5164,2021-03-20T13:08:09.411Z,290.0,0006,A321,Airbus A321-231,MU,China Eastern Airlines,+0800,ZBAA,PEK,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T14:00:00Z,2021-03-20T14:00:00Z,,,
78028B,2021-03-20T13:08:54Z,31.275238,121.287608,3825.0,320.0,1150.0,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:08:57.192Z,190.0,5673,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,2021-03-20T13:06:56Z,,
78028B,2021-03-20T13:09:06Z,31.284256,121.279907,4050.0,320.0,,False,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:09:09.004Z,221.0,,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,2021-03-20T13:06:56Z,,
78124A,2021-03-20T13:11:42Z,31.214584,121.22686,6750.0,180.0,-280.0,False,CSH9204,B-1332,terrestrial,FM9204,2021-03-20T13:11:45.872Z,210.0,4006,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZLXY,XIY,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
78124A,2021-03-20T13:11:01Z,31.261271,121.223914,6725.0,180.0,,False,CSH9204,B-1332,terrestrial,FM9204,2021-03-20T13:11:04.256Z,260.0,4006,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZLXY,XIY,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
78124A,2021-03-20T13:10:54Z,31.270069,121.223364,6750.0,180.0,30.0,False,CSH9204,B-1332,terrestrial,FM9204,2021-03-20T13:10:57.264Z,260.0,4006,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZLXY,XIY,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
78124A,2021-03-20T13:10:42Z,31.283337,121.22265,6725.0,180.0,-60.0,False,CSH9204,B-1332,terrestrial,FM9204,2021-03-20T13:10:43.965Z,260.0,4006,B738,Boeing 737-800WL,FM,Shanghai Airlines,+0800,ZLXY,XIY,2021-03-20T11:30:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
78028B,2021-03-20T13:02:00Z,31.190034,121.330165,,177.37141,,True,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:02:02.250Z,10.0,5673,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
78028B,2021-03-20T13:02:09Z,31.189522,121.330194,,177.37141,,True,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:02:11.244Z,10.0,5673,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
780D23,2021-03-20T13:02:15Z,31.192348,121.327245,,,,True,CES5419,B-5962,terrestrial,MU5419,2021-03-20T13:02:17.718Z,0.0,,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,2021-03-20T13:15:00Z,+0800,ZUUU,CTU,2021-03-20T16:45:00Z,2021-03-20T16:45:00Z,,,
78028B,2021-03-20T13:02:40Z,31.186426,121.330357,,177.41371,,True,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:02:42.335Z,20.0,5673,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
78028B,2021-03-20T13:03:00Z,31.184486,121.330463,,177.32852,,True,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:03:01.742Z,10.0,,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
78028B,2021-03-20T13:03:03Z,31.184486,121.330463,,177.32852,,True,CCA4502,B-6071,terrestrial,CA4502,2021-03-20T13:03:06.156Z,10.0,,A332,Airbus A330-243,CA,Air China,+0800,ZSSS,SHA,2021-03-20T12:45:00Z,,+0800,ZUUU,CTU,2021-03-20T16:15:00Z,,,,
780D23,2021-03-20T13:02:45Z,31.19242,121.328943,,87.17818,,True,CES5419,B-5962,terrestrial,MU5419,2021-03-20T13:02:47.020Z,10.0,,A332,Airbus A330-243,MU,China Eastern Airlines,+0800,ZSSS,SHA,2021-03-20T13:15:00Z,2021-03-20T13:15:00Z,+0800,ZUUU,CTU,2021-03-20T16:45:00Z,2021-03-20T16:45:00Z,,,
